DocumentID,Year
1109496,2021
3385511,2021
3828241,2021
1103494,2021
3530218,2021
1862036,2021
1103234,2021
1144228,2021
4057262,2021
5529654,2021
5041286,2021
1141384,2021
3203138,2021
1137257,2021
5589836,2021
3799006,2021
1103999,2021
2839969,2021
1110193,2021
1136102,2021
1133222,2021
2344650,2021
4721291,2021
3412798,2021
4260129,2021
1109731,2021
2922731,2021
4805829,2021
3668223,2021
2504285,2021
1104941,2021
1108707,2021
3821372,2021
1109834,2021
1100813,2021
1417137,2021
1107812,2021
2184333,2021
1107009,2021
1107830,2021
3018958,2021
1233627,2021
2490520,2021
1105528,2021
1107700,2021
1246515,2021
3842658,2021
1102312,2021
2234863,2021
1108097,2021
2299992,2021
3823321,2021
1105470,2021
1109544,2021
3121344,2021
1105751,2021
1108967,2021
1108323,2021
2522337,2021
1108501,2021
3818822,2021
4993173,2021
1109320,2021
1137284,2021
2270254,2021
1241211,2021
2344641,2021
1106525,2021
1102170,2021
1102554,2021
1131956,2021
1140967,2021
1427556,2021
1135909,2021
2475590,2021
2723648,2021
1246953,2021
5454288,2021
2126669,2021
5307638,2021
5213690,2021
1107090,2021
3823451,2021
3220836,2021
5139969,2021
2127022,2021
3823974,2021
1102367,2021
3647572,2021
2100089,2021
1894998,2021
1141861,2021
1104530,2021
4935502,2021
1249280,2021
2557414,2021
1102200,2021
1104017,2021
3554988,2021
2948254,2021
1103207,2021
1104624,2021
3681905,2021
1130810,2021
1199844,2021
1898008,2021
1107072,2021
2505929,2021
2184043,2021
1110205,2021
1109825,2021
3324387,2021
2215451,2021
3218543,2021
2625283,2021
1105818,2021
2344856,2021
1102161,2021
1131460,2021
1130191,2021
4442523,2021
2963556,2021
5193091,2021
1838068,2021
4211831,2021
3137729,2021
2100119,2021
1109571,2021
1106468,2021
1106132,2021
1104567,2021
4842329,2021
1106628,2021
1109722,2021
1131527,2021
5085972,2021
2757111,2021
2762384,2021
1108985,2021
2100089,2021
3010288,2021
1132382,2021
1103373,2021
3306561,2021
1106879,2021
1102451,2021
5164448,2021
1108789,2021
3584293,2021
1135057,2021
5193420,2021
3831625,2021
3723953,2021
3825138,2021
1918081,2021
2227481,2021
3069482,2021
3818804,2021
2049142,2021
5592313,2021
2410304,2021
1139671,2021
5009026,2021
1107456,2021
4230216,2021
1130829,2021
5325212,2021
1237447,2021
5164439,2021
1109209,2021
1103702,2021
2348087,2021
4851675,2021
2536642,2021
2622116,2021
1107193,2021
1110045,2021
1109964,2021
2507183,2021
1107205,2021
1105078,2021
2127068,2021
3744239,2021
1246926,2021
4665265,2021
3472176,2021
3447567,2021
4556381,2021
5530605,2021
3615441,2021
1895007,2021
4577984,2021
4759650,2021
1107223,2020
2287225,2020
2007218,2020
1133044,2020
4199229,2020
1107081,2020
1137538,2020
3122051,2020
1105014,2020
1109227,2020
1065453,2020
1135301,2020
1105359,2020
2693956,2020
3386321,2020
1135897,2020
3211012,2020
4105266,2020
1917600,2020
5278381,2020
1104110,2020
4378529,2020
1447376,2020
4215745,2020
4665322,2020
3601332,2020
3233126,2020
2952541,2020
2649588,2020
3191712,2020
4475473,2020
4091819,2020
4076937,2020
4400354,2020
1406953,2020
2716471,2020
1103878,2020
3048991,2020
1101726,2020
1106990,2020
4895606,2020
2706735,2020
3345234,2020
2472973,2020
4126225,2020
1109487,2020
5077977,2020
3929821,2020
3234682,2020
1104389,2020
1131666,2020
1138160,2020
2940810,2020
4136046,2020
2693929,2020
3818390,2020
3037557,2020
1840351,2020
1105283,2020
4877031,2020
3593286,2020
1245068,2020
1107184,2020
3361506,2020
3382332,2020
5534863,2020
1110278,2020
4970802,2020
2960630,2020
4346676,2020
1107308,2020
1105443,2020
3308677,2020
5189450,2020
2497837,2020
3951998,2020
1832749,2020
1108042,2020
2684721,2020
2487913,2020
1909445,2020
2155212,2020
3391679,2020
3193033,2020
3600399,2020
3147353,2020
3635560,2020
1132243,2020
4478027,2020
3141034,2020
1133428,2020
2366755,2020
3602133,2020
1109599,2020
1108659,2020
1108163,2020
3720082,2020
3798933,2020
3353837,2020
2098412,2020
5375785,2020
2454773,2020
2814528,2020
1105630,2020
1109058,2020
4517298,2020
2465283,2020
2251132,2020
3938720,2020
1138423,2020
1885307,2020
3311109,2020
3491869,2020
4415929,2020
2215415,2020
5008971,2020
1109900,2020
1982176,2020
4552356,2020
4839310,2020
3213922,2020
4753528,2020
2013947,2020
2883962,2020
3685109,2020
1107595,2020
2904960,2020
4276344,2020
1107522,2020
3305434,2020
5005626,2020
2868950,2020
1107492,2020
2314260,2020
2299040,2020
2291295,2020
4619437,2020
2591267,2020
3026896,2020
3864614,2020
3828250,2020
5136810,2020
1106365,2020
1133400,2020
1141021,2020
1417454,2020
3641767,2020
2325350,2020
1995998,2020
1105685,2020
1104071,2020
3810956,2020
1416578,2020
2148586,2020
1136906,2020
2524210,2020
2759601,2020
2741307,2020
1104325,2020
4848237,2020
5278372,2020
3035227,2020
5211708,2020
3633034,2020
1109290,2020
3072660,2020
1104978,2020
1131705,2020
1104503,2020
3130542,2020
1134498,2020
1104231,2020
2112439,2020
1109094,2020
3140288,2020
1109601,2020
1133026,2020
3816547,2020
4253121,2020
1130678,2020
3220274,2020
3594890,2020
4575047,2020
1109496,2020
3385511,2020
3828241,2020
1103494,2020
1843062,2020
3530218,2020
1862036,2020
5041286,2020
1141384,2020
3203138,2020
1137257,2020
3799006,2020
1103999,2020
2839969,2020
1110193,2020
1136102,2020
1133222,2020
2344650,2020
4721291,2020
3412798,2020
4260129,2020
1109731,2020
2922731,2020
4805829,2020
3668223,2020
2504285,2020
1104941,2020
1108707,2020
3821372,2020
1109834,2020
1100813,2020
1417137,2020
1107812,2020
2184333,2020
1107009,2020
1107830,2020
3018958,2020
1233627,2020
2490520,2020
1105528,2020
1107700,2020
1246515,2020
1102312,2020
2234863,2020
1108097,2020
2299992,2020
3823321,2020
1105470,2020
1109544,2020
3121344,2020
1105751,2020
1108967,2020
1108323,2020
2522337,2020
1108501,2020
3818822,2020
4993173,2020
1109320,2020
1137284,2020
2270254,2020
1241211,2020
2344641,2020
1104923,2020
1106525,2020
1102170,2020
1102554,2020
1131956,2020
1140967,2020
1427556,2020
1135909,2020
2475590,2020
2723648,2020
1246953,2020
2126669,2020
5307638,2020
5213690,2020
1107090,2020
3823451,2020
3220836,2020
5139969,2020
2127022,2020
3823974,2020
1102367,2020
3647572,2020
2100089,2020
1894998,2020
1141861,2020
1104530,2020
4935502,2020
1249280,2020
2557414,2020
1102200,2020
1104017,2020
3554988,2020
2948254,2020
1103207,2020
1104624,2020
3681905,2020
1130810,2020
1199844,2020
1898008,2020
1107072,2020
2505929,2020
2184043,2020
1110205,2020
1109825,2020
3324387,2020
2215451,2020
3218543,2020
2625283,2020
1105818,2020
2344856,2020
1102161,2020
1131460,2020
1130191,2020
4442523,2020
2007610,2020
2963556,2020
5193091,2020
1838068,2020
4211831,2020
3137729,2020
2100119,2020
1109571,2020
1106468,2020
1106132,2020
1104567,2020
4842329,2020
1106628,2020
1109722,2020
1131527,2020
5085972,2020
2757111,2020
2762384,2020
1108985,2020
4882802,2020
2100089,2020
3010288,2020
2896092,2020
3488681,2020
1132382,2020
3179662,2020
1103373,2020
3306561,2020
1106879,2020
1102451,2020
5164448,2020
1108789,2020
3584293,2020
1135057,2020
5193420,2020
3831625,2020
3723953,2020
2227481,2020
3825138,2020
1918081,2020
3069482,2020
3818804,2020
2049142,2020
2410304,2020
1139671,2020
5009026,2020
1107456,2020
4230216,2020
1130829,2020
5325212,2020
1237447,2020
5164439,2020
1109209,2020
1103702,2020
2348087,2020
4851675,2020
2536642,2020
2622116,2020
1131899,2020
1107193,2020
1110045,2020
1109964,2020
2507183,2020
1107205,2020
1105078,2020
2127068,2020
3744239,2020
1246926,2020
4665265,2020
3472176,2020
3447567,2020
4556381,2020
3615441,2020
1895007,2020
4577984,2020
4759650,2020
1107223,2019
2287225,2019
2692548,2019
2007218,2019
1133044,2019
4199229,2019
1107081,2019
1137538,2019
3122051,2019
1105014,2019
1109227,2019
1065453,2019
1135301,2019
1105359,2019
2693956,2019
3386321,2019
1135897,2019
3211012,2019
4105266,2019
1917600,2019
5278381,2019
1109553,2019
1104110,2019
4378529,2019
1447376,2019
4215745,2019
4665322,2019
3601332,2019
3233126,2019
2952541,2019
2649588,2019
3191712,2019
4475473,2019
4091819,2019
4076937,2019
4400354,2019
1406953,2019
2716471,2019
1103878,2019
3879720,2019
3048991,2019
1101726,2019
1106990,2019
4895606,2019
2706735,2019
3345234,2019
2472973,2019
4126225,2019
1109487,2019
5165696,2019
3929821,2019
1830473,2019
5077977,2019
3234682,2019
1104389,2019
1131666,2019
1138160,2019
2940810,2019
4136046,2019
2693929,2019
3037557,2019
1840351,2019
1105283,2019
4877031,2019
3593286,2019
1245068,2019
1107184,2019
3361506,2019
3382332,2019
1110278,2019
2960630,2019
4346676,2019
1250286,2019
1107308,2019
1105443,2019
3308677,2019
5189450,2019
2497837,2019
3951998,2019
1832749,2019
1108042,2019
2684721,2019
2487913,2019
1909445,2019
2155212,2019
3391679,2019
3193033,2019
3600399,2019
3147353,2019
3635560,2019
1132243,2019
3181405,2019
4478027,2019
3141034,2019
1133428,2019
2366755,2019
3602133,2019
1109599,2019
1108659,2019
1108163,2019
3720082,2019
3798933,2019
3353837,2019
2098412,2019
5375785,2019
2454773,2019
2814528,2019
1105630,2019
1109058,2019
4517298,2019
2465283,2019
2860918,2019
2251132,2019
3938720,2019
1138423,2019
1885307,2019
3311109,2019
3491869,2019
4415929,2019
2215415,2019
5008971,2019
1109900,2019
1982176,2019
4552356,2019
4839310,2019
3823844,2019
3213922,2019
4753528,2019
2013947,2019
2883962,2019
3059773,2019
3685109,2019
1107595,2019
2904960,2019
4276344,2019
1103515,2019
1107522,2019
3305434,2019
5005626,2019
3619720,2019
2868950,2019
1107492,2019
2314260,2019
2299040,2019
2291295,2019
2412773,2019
4619437,2019
2591267,2019
3026896,2019
3828250,2019
5136810,2019
1106365,2019
2348470,2019
1133400,2019
1141021,2019
1417454,2019
3641767,2019
2325350,2019
1995998,2019
1105685,2019
1104071,2019
3810956,2019
1416578,2019
4191465,2019
2148586,2019
1136906,2019
2524210,2019
2759601,2019
2741307,2019
1104325,2019
4848237,2019
2303947,2019
5278372,2019
3035227,2019
5211708,2019
3633034,2019
1109290,2019
3072660,2019
1104978,2019
1131705,2019
1104503,2019
3130542,2019
1134498,2019
1104231,2019
2112439,2019
1109094,2019
3140288,2019
1109601,2019
1133026,2019
3816547,2019
4253121,2019
1130678,2019
3220274,2019
3594890,2019
4575047,2019
1109496,2019
3385511,2019
3828241,2019
1103494,2019
1843062,2019
3530218,2019
1862036,2019
1103234,2019
1144228,2019
3474835,2019
5041286,2019
1141384,2019
3203138,2019
1137257,2019
3799006,2019
1103999,2019
2839969,2019
1110193,2019
1136102,2019
1133222,2019
2344650,2019
4721291,2019
3412798,2019
4260129,2019
1109731,2019
2922731,2019
4805829,2019
3668223,2019
2504285,2019
1104941,2019
1108707,2019
3821372,2019
1109834,2019
1100813,2019
1417137,2019
1107812,2019
2184333,2019
1107009,2019
1107830,2019
3018958,2019
1233627,2019
2490520,2019
1105528,2019
1107700,2019
1246515,2019
1102312,2019
2234863,2019
1108097,2019
2299992,2019
3823321,2019
1105470,2019
1109544,2019
3121344,2019
1105751,2019
1108967,2019
1108323,2019
2522337,2019
1108501,2019
3818822,2019
4993173,2019
1109320,2019
1137284,2019
2270254,2019
1241211,2019
2344641,2019
1104923,2019
1106525,2019
1102170,2019
1102554,2019
1131956,2019
1140967,2019
1427556,2019
1135909,2019
2475590,2019
2723648,2019
1246953,2019
2126669,2019
5307638,2019
5213690,2019
2806662,2019
1107090,2019
2314859,2019
3823451,2019
3220836,2019
5139969,2019
2127022,2019
3823974,2019
1102367,2019
3647572,2019
1894998,2019
1141861,2019
1104530,2019
4935502,2019
1249280,2019
2557414,2019
1102200,2019
1104017,2019
3554988,2019
2948254,2019
1103207,2019
1104624,2019
3681905,2019
1130810,2019
1199844,2019
1898008,2019
1107072,2019
2505929,2019
2184043,2019
1110205,2019
1109825,2019
3324387,2019
2215451,2019
3218543,2019
2625283,2019
1105818,2019
2344856,2019
1102161,2019
1131460,2019
1130191,2019
4442523,2019
2007610,2019
2963556,2019
5193091,2019
1838068,2019
4211831,2019
3137729,2019
2100119,2019
1109571,2019
1106468,2019
1106132,2019
1104567,2019
4842329,2019
1106628,2019
1109722,2019
1131527,2019
5085972,2019
5082869,2019
2757111,2019
2762384,2019
1108985,2019
4882802,2019
2100089,2019
3010288,2019
2896092,2019
3488681,2019
1132382,2019
3179662,2019
1103373,2019
3306561,2019
1106879,2019
1102451,2019
5164448,2019
1108789,2019
3584293,2019
1135057,2019
5193420,2019
3831625,2019
3723953,2019
2227481,2019
3825138,2019
1918081,2019
3069482,2019
3818804,2019
2049142,2019
1104307,2019
2755153,2019
2410304,2019
1139671,2019
5009026,2019
1107456,2019
4230216,2019
1130829,2019
5325212,2019
1237447,2019
5164439,2019
1109209,2019
1103702,2019
2348087,2019
4851675,2019
2536642,2019
2622116,2019
1131899,2019
1107193,2019
1110045,2019
1109964,2019
2507183,2019
1107205,2019
1105078,2019
2127068,2019
3744239,2019
1246926,2019
3183959,2019
4665265,2019
3472176,2019
3447567,2019
4556381,2019
3615441,2019
1895007,2019
4577984,2019
4759650,2019
1107223,2018
2287225,2018
2692548,2018
2007218,2018
1133044,2018
4199229,2018
1107081,2018
1137538,2018
3122051,2018
1105014,2018
1109227,2018
1065453,2018
1135301,2018
1105359,2018
2693956,2018
3386321,2018
1135897,2018
3211012,2018
4105266,2018
5278381,2018
1109553,2018
1104110,2018
4378529,2018
1447376,2018
4215745,2018
4665322,2018
3601332,2018
3233126,2018
2952541,2018
2649588,2018
3191712,2018
4475473,2018
4091819,2018
4076937,2018
4400354,2018
1406953,2018
2716471,2018
1103878,2018
3879720,2018
3048991,2018
1101726,2018
1104549,2018
1106990,2018
4895606,2018
2706735,2018
3345234,2018
2472973,2018
4126225,2018
1109487,2018
5165696,2018
3929821,2018
1830473,2018
5077977,2018
3234682,2018
1104389,2018
1131666,2018
1138160,2018
2940810,2018
4136046,2018
2693929,2018
3818390,2018
3037557,2018
1840351,2018
1105283,2018
4877031,2018
3593286,2018
1245068,2018
1107184,2018
3361506,2018
3382332,2018
1110278,2018
2960630,2018
4346676,2018
1250286,2018
1107308,2018
1105443,2018
3308677,2018
5189450,2018
2497837,2018
3951998,2018
1832749,2018
1108042,2018
2684721,2018
2487913,2018
1909445,2018
2155212,2018
3391679,2018
3193033,2018
3600399,2018
3147353,2018
3635560,2018
1132243,2018
3181405,2018
4478027,2018
3141034,2018
1133428,2018
2366755,2018
3602133,2018
1109599,2018
1108659,2018
1108163,2018
3720082,2018
3798933,2018
3353837,2018
2098412,2018
2454773,2018
2814528,2018
1105630,2018
1109058,2018
4517298,2018
2465283,2018
2860918,2018
2251132,2018
3938720,2018
1138423,2018
1885307,2018
3311109,2018
3491869,2018
4415929,2018
2215415,2018
5008971,2018
1109900,2018
1982176,2018
4552356,2018
4839310,2018
3823844,2018
3213922,2018
4753528,2018
2013947,2018
2883962,2018
3059773,2018
3685109,2018
1107595,2018
2904960,2018
4276344,2018
1103515,2018
1107522,2018
3305434,2018
5005626,2018
