RSSD,Year
1246243,2024
1129159,2024
3362923,2024
1128817,2024
2848804,2024
1125441,2024
1125496,2024
1124060,2024
1137686,2024
2295837,2024
1124622,2024
3613540,2024
1135039,2024
3344312,2024
1126934,2024
1127306,2024
1128385,2024
1128264,2024
2291727,2024
1842421,2024
1141580,2024
2161437,2024
2206842,2024
1128581,2024
1127847,2024
1449512,2024
2265867,2024
3270037,2024
3357068,2024
1925913,2024
1123719,2024
1128321,2024
1126318,2024
1127986,2024
1126112,2024
1126073,2024
1127650,2024
3271267,2024
4247081,2024
1427640,2024
1128554,2024
1247576,2023
3368185,2023
1126738,2023
1134724,2023
1125254,2023
2067007,2023
1127146,2023
4974293,2023
3047172,2023
3802858,2023
4520953,2023
2632571,2023
2433312,2023
1123728,2023
4968368,2023
3435957,2023
5680658,2023
1129029,2023
1128639,2023
1128460,2023
3470088,2023
4932798,2023
1134872,2023
1127799,2023
2533070,2023
4412151,2023
1143511,2023
1122132,2023
5217915,2023
1919976,2023
3636389,2023
1363980,2023
1990087,2023
1128880,2023
1248162,2023
2238544,2023
1124163,2023
3308510,2023
1133781,2023
1122310,2023
3378764,2023
5752863,2023
1127717,2023
2351247,2023
1516405,2023
1143922,2023
1127294,2023
1128451,2023
1133549,2023
1857779,2023
3184219,2023
1246805,2023
1128349,2023
1020920,2023
1843688,2023
1128228,2023
1122963,2023
1125030,2023
3559862,2023
1135114,2023
1964668,2023
1121966,2023
1129065,2023
3823929,2023
2253060,2023
1123782,2023
1246494,2023
2452630,2023
2354592,2023
1127182,2023
3139312,2023
1125423,2023
3435283,2023
1126989,2023
1134470,2023
3823965,2023
1126149,2023
2860262,2023
1125151,2023
2752125,2023
1121229,2023
1126121,2023
2029368,2023
2265782,2023
3615272,2023
1124798,2023
2359328,2023
1125571,2023
1139103,2023
2359962,2023
2499082,2023
1124097,2023
4126609,2023
2565950,2023
1134863,2023
1127687,2023
1943917,2023
1121881,2023
1128947,2023
1127771,2023
5613236,2023
2622219,2023
1122178,2023
1126158,2023
1123791,2023
1123885,2023
2108227,2023
4264387,2023
1121788,2023
1127016,2023
1127276,2023
1126037,2023
1842935,2023
1131237,2023
1978414,2023
1247969,2023
1404687,2023
1128040,2023
1128666,2023
1140211,2023
1140266,2023
1123670,2023
1128899,2023
1125450,2023
1142952,2023
1122413,2023
1125357,2023
1248546,2023
2992396,2023
1134845,2023
2577159,2023
2880662,2023
1123401,2023
1137510,2023
1127940,2023
2399678,2023
1123072,2023
1128675,2023
1125432,2023
1143548,2023
1416671,2023
1857788,2023
1128134,2023
1247017,2023
2131373,2023
1128358,2023
1122534,2023
3314100,2023
1125795,2023
1857171,2023
1126185,2023
1133567,2023
1123858,2023
1127249,2023
1842551,2023
3223396,2023
1907106,2023
1126082,2023
2003975,2023
5610936,2023
4281197,2023
1123803,2023
1136371,2023
1125898,2023
3207613,2023
5381601,2023
1857760,2023
1121993,2023
1363908,2023
3068636,2023
1128590,2023
1125290,2023
5618101,2023
2380948,2023
1124659,2023
2500719,2023
1125003,2023
1125740,2023
1125674,2023
2466235,2023
2610766,2023
4394060,2023
1123616,2023
3823901,2023
1122217,2023
1124284,2023
1134966,2023
1126484,2023
1122057,2023
4237998,2023
1125647,2023
1125553,2023
2359917,2023
1495854,2023
1122990,2023
4404277,2023
1843558,2023
1125320,2023
1126671,2023
1843576,2023
2728438,2023
4035943,2023
1126747,2023
2360043,2023
1132793,2023
4465559,2023
1124994,2023
1131406,2023
1126569,2023
3800658,2023
1495788,2023
1496244,2023
1122468,2023
1128200,2023
5715064,2023
5140929,2023
1123812,2023
2734028,2023
1143904,2023
2623551,2023
1143678,2023
1126523,2023
1123951,2023
1128769,2023
1142206,2023
3027268,2023
5281989,2023
1827718,2023
1125580,2023
1128705,2023
4347301,2023
3802540,2023
2695688,2023
2359823,2023
4203425,2023
1126354,2023
4523440,2023
1141348,2023
2351274,2023
1142868,2023
1121984,2023
2962344,2023
2851318,2023
1126626,2023
2631798,2023
1127155,2023
2665739,2023
1487327,2023
1124202,2023
1127548,2023
1128424,2023
1136540,2023
2130303,2023
1122422,2023
1121724,2023
1871588,2023
1128189,2023
2176105,2023
1126466,2023
1246542,2023
3072594,2023
1127409,2023
1129001,2023
5536791,2023
1124118,2023
1121340,2023
1363748,2023
4792022,2023
1124613,2023
1122897,2023
2390013,2023
5537079,2023
5672448,2023
1124024,2023
1125124,2023
3072017,2023
1123821,2023
1126242,2023
5280133,2023
1125683,2023
2780717,2023
5331286,2023
1485800,2023
3537990,2023
3090842,2023
1125058,2023
1126493,2023
1128527,2023
1126877,2023
1495797,2023
2359869,2023
1245246,2023
1139868,2023
2142324,2023
3800797,2023
3596269,2023
1126327,2023
2519805,2023
3374243,2023
2619059,2023
2613589,2023
3342411,2023
1132195,2023
1128723,2023
3348011,2023
1144077,2023
1246243,2023
1129159,2023
3362923,2023
1127856,2023
1128497,2023
1124789,2023
1128817,2023
2848804,2023
1125441,2023
1125496,2023
1139251,2023
1124060,2023
1137686,2023
1126729,2023
1127436,2023
1417333,2023
2295837,2023
1123410,2023
1126046,2023
1125692,2023
1124622,2023
3613540,2023
1135039,2023
3344312,2023
1126934,2023
1127306,2023
1119794,2023
1126372,2023
1128264,2023
2291727,2023
1842421,2023
2387152,2023
1125900,2023
1141580,2023
2161437,2023
2206842,2023
1128581,2023
1127847,2023
1449512,2023
2265867,2023
3270037,2023
3357068,2023
1925913,2023
1123719,2023
1128321,2023
1126318,2023
1135271,2023
1127986,2023
1135048,2023
2892067,2023
1126112,2023
1126073,2023
1123018,2023
1135619,2023
3025910,2023
1127650,2023
3271267,2023
2351359,2023
4247081,2023
1125245,2023
1133660,2023
1427640,2023
1128554,2023
1124921,2023
1247576,2022
3368185,2022
1126738,2022
1134724,2022
1125254,2022
2067007,2022
1127146,2022
4974293,2022
3047172,2022
3802858,2022
4520953,2022
2632571,2022
2433312,2022
1123728,2022
4968368,2022
3435957,2022
5680658,2022
1129029,2022
1128639,2022
1128460,2022
3470088,2022
4932798,2022
1134872,2022
1127799,2022
2533070,2022
4412151,2022
1143511,2022
1122132,2022
5217915,2022
1919976,2022
3636389,2022
1363980,2022
1990087,2022
1128880,2022
1248162,2022
2238544,2022
1124163,2022
3308510,2022
1133781,2022
1122310,2022
3378764,2022
5752863,2022
1127717,2022
2351247,2022
1516405,2022
1143922,2022
1127294,2022
1128451,2022
1133549,2022
1857779,2022
3184219,2022
1246805,2022
1128349,2022
1020920,2022
1843688,2022
1128228,2022
1122963,2022
1125030,2022
3559862,2022
1135114,2022
1964668,2022
1121966,2022
1129065,2022
3823929,2022
2253060,2022
1123782,2022
2452630,2022
2354592,2022
1127182,2022
3139312,2022
1125423,2022
3435283,2022
1126989,2022
1134470,2022
3823965,2022
1126149,2022
2860262,2022
1125151,2022
2752125,2022
1121229,2022
1126121,2022
2029368,2022
2265782,2022
3615272,2022
1124798,2022
2359328,2022
1125571,2022
1139103,2022
2359962,2022
2499082,2022
1124097,2022
1246355,2022
4126609,2022
2565950,2022
1134863,2022
1127687,2022
1943917,2022
1121881,2022
1128947,2022
1127771,2022
5613236,2022
2622219,2022
1122178,2022
1126158,2022
1123791,2022
1123885,2022
2108227,2022
4264387,2022
1121788,2022
3362923,2022
1127276,2022
1127016,2022
1126037,2022
1842935,2022
1131237,2022
1978414,2022
1247969,2022
1404687,2022
1128040,2022
1128666,2022
1140211,2022
1140266,2022
1123670,2022
1128899,2022
1125450,2022
1142952,2022
1122413,2022
1125357,2022
1248546,2022
2992396,2022
1134845,2022
2577159,2022
2880662,2022
1123401,2022
1137510,2022
1127940,2022
2399678,2022
1123072,2022
1128675,2022
2323495,2022
1125432,2022
1143548,2022
1416671,2022
1857788,2022
1128134,2022
1247017,2022
2131373,2022
1128358,2022
1122534,2022
3314100,2022
1125795,2022
1857171,2022
1126185,2022
1133567,2022
1123858,2022
1127249,2022
1842551,2022
3223396,2022
1907106,2022
2003975,2022
5610936,2022
4281197,2022
1123803,2022
1136371,2022
1125898,2022
3207613,2022
5381601,2022
1857760,2022
1121993,2022
1363908,2022
3068636,2022
1128590,2022
1125290,2022
5618101,2022
2380948,2022
1124659,2022
2500719,2022
1125003,2022
1125740,2022
2234210,2022
1125674,2022
2466235,2022
2610766,2022
4394060,2022
1123616,2022
3823901,2022
1122217,2022
1124284,2022
1134966,2022
1126484,2022
1122057,2022
4237998,2022
1125647,2022
1125553,2022
2359917,2022
1495854,2022
1122990,2022
4404277,2022
1843558,2022
1125320,2022
1126671,2022
1843576,2022
2728438,2022
4035943,2022
1126747,2022
2360043,2022
1132793,2022
4465559,2022
3253825,2022
1124994,2022
1131406,2022
1126569,2022
3800658,2022
1495788,2022
1496244,2022
1122468,2022
1128200,2022
1129186,2022
1143128,2022
5140929,2022
1123812,2022
2734028,2022
1143904,2022
2623551,2022
1143678,2022
1126523,2022
1123951,2022
1128769,2022
1142206,2022
3027268,2022
5281989,2022
1827718,2022
1125580,2022
1128705,2022
4347301,2022
3802540,2022
2695688,2022
2359823,2022
4203425,2022
1126354,2022
4523440,2022
1141348,2022
2351274,2022
1142868,2022
1121984,2022
2962344,2022
2851318,2022
1126626,2022
2631798,2022
1127155,2022
2665739,2022
1487327,2022
1124202,2022
1127548,2022
1128424,2022
1136540,2022
2130303,2022
1122422,2022
1121724,2022
1871588,2022
1128189,2022
2176105,2022
1126466,2022
3072594,2022
1127409,2022
1129001,2022
3153260,2022
5536791,2022
1124118,2022
1121340,2022
1363748,2022
4792022,2022
1124613,2022
1122897,2022
2390013,2022
5537079,2022
5672448,2022
1124024,2022
1125124,2022
3072017,2022
1123821,2022
1126242,2022
5280133,2022
1125683,2022
2780717,2022
5331286,2022
1485800,2022
3537990,2022
3090842,2022
1125058,2022
1126493,2022
1128527,2022
1126877,2022
1495797,2022
2359869,2022
1245246,2022
1139868,2022
2142324,2022
3800797,2022
3596269,2022
1126327,2022
2519805,2022
3374243,2022
2619059,2022
2613589,2022
3342411,2022
1132195,2022
1128723,2022
3348011,2022
3346624,2022
1144077,2022
1246243,2022
1129159,2022
1127856,2022
1128497,2022
1124789,2022
1128817,2022
2848804,2022
1125441,2022
1125496,2022
1139251,2022
1124060,2022
1137686,2022
1126729,2022
1127436,2022
1417333,2022
2295837,2022
1123410,2022
1126046,2022
1125692,2022
1124622,2022
3613540,2022
1135039,2022
3344312,2022
1126934,2022
1127306,2022
1119794,2022
1128385,2022
1126372,2022
1128264,2022
2291727,2022
1842421,2022
2387152,2022
1125900,2022
1141580,2022
2161437,2022
2206842,2022
1128581,2022
1127847,2022
1449512,2022
2265867,2022
3270037,2022
3357068,2022
1925913,2022
1123719,2022
1128321,2022
1126318,2022
1135271,2022
1127986,2022
1135048,2022
2892067,2022
1126112,2022
1126073,2022
1123018,2022
3042841,2022
1135619,2022
3025910,2022
1127650,2022
3271267,2022
2351359,2022
4247081,2022
1125245,2022
1133660,2022
1427640,2022
1128554,2022
1124921,2022
1247576,2021
3368185,2021
1126738,2021
1134724,2021
1125254,2021
2067007,2021
1127146,2021
4974293,2021
3047172,2021
3802858,2021
4520953,2021
2632571,2021
2433312,2021
1122301,2021
1123728,2021
4968368,2021
3435957,2021
1129029,2021
1128639,2021
1128460,2021
3470088,2021
3802698,2021
4932798,2021
1134872,2021
1127799,2021
2533070,2021
4412151,2021
1143511,2021
1122132,2021
5217915,2021
1919976,2021
3636389,2021
1363980,2021
1990087,2021
1128880,2021
1248162,2021
2238544,2021
1124163,2021
3308510,2021
1133781,2021
1122310,2021
3378764,2021
1127717,2021
2351247,2021
1516405,2021
1143922,2021
1127294,2021
1128451,2021
1133549,2021
1857779,2021
3184219,2021
1246805,2021
1128349,2021
1020920,2021
1843688,2021
3485989,2021
1128228,2021
1122963,2021
1125030,2021
3559862,2021
1135114,2021
1964668,2021
1121966,2021
1129065,2021
3823929,2021
1123287,2021
2253060,2021
1123782,2021
1246494,2021
2452630,2021
2354592,2021
1127182,2021
3139312,2021
1125423,2021
3435283,2021
1126989,2021
1134470,2021
1126149,2021
2860262,2021
1125151,2021
2752125,2021
1121229,2021
1126121,2021
2029368,2021
2265782,2021
3615272,2021
1124798,2021
2359328,2021
1125571,2021
1139103,2021
2359962,2021
2499082,2021
1124097,2021
1246355,2021
4126609,2021
2565950,2021
1134863,2021
1127687,2021
1943917,2021
1121881,2021
1128947,2021
1127771,2021
2622219,2021
1122178,2021
1126158,2021
1123791,2021
1123885,2021
2108227,2021
4264387,2021
1121788,2021
3362923,2021
1127016,2021
1127276,2021
1126037,2021
1842935,2021
1131237,2021
1978414,2021
1247969,2021
2252009,2021
1404687,2021
1128040,2021
1128666,2021
1140266,2021
1123670,2021
1128899,2021
1125450,2021
1142952,2021
1122413,2021
1125357,2021
1248546,2021
2992396,2021
1134845,2021
2577159,2021
2880662,2021
1123401,2021
1137510,2021
1127940,2021
2399678,2021
1123072,2021
1128675,2021
2323495,2021
1125432,2021
1143548,2021
1857788,2021
1128134,2021
1247017,2021
2131373,2021
1128358,2021
1122534,2021
3314100,2021
1125795,2021
1857171,2021
1126185,2021
1133567,2021
1123858,2021
1127249,2021
1842551,2021
3223396,2021
1907106,2021
1126082,2021
2003975,2021
5610936,2021
4281197,2021
1123803,2021
1136371,2021
1125898,2021
3207613,2021
4809920,2021
5381601,2021
1857760,2021
1121993,2021
1363908,2021
3068636,2021
1128590,2021
1127351,2021
1125290,2021
5618101,2021
2380948,2021
1124659,2021
2500719,2021
1125003,2021
1125740,2021
2234210,2021
1125674,2021
2466235,2021
2610766,2021
4394060,2021
1123616,2021
3823901,2021
1122217,2021
1124284,2021
1134966,2021
1126484,2021
1122057,2021
4237998,2021
1125647,2021
1125553,2021
2359917,2021
1495854,2021
1122990,2021
4404277,2021
1843558,2021
1125320,2021
1126671,2021
1843576,2021
2728438,2021
4035943,2021
1126747,2021
2360043,2021
1132793,2021
4465559,2021
3253825,2021
1124994,2021
1131406,2021
1126569,2021
3800658,2021
1495788,2021
1496244,2021
1122468,2021
1128200,2021
1129186,2021
1143128,2021
5140929,2021
1123812,2021
3151426,2021
2734028,2021
1143904,2021
2623551,2021
1143678,2021
1126523,2021
1123951,2021
1128769,2021
1142206,2021
2390013,2021
3027268,2021
5281989,2021
1827718,2021
1125580,2021
1128705,2021
4347301,2021
3802540,2021
2695688,2021
2359823,2021
4203425,2021
1126354,2021
4523440,2021
1141348,2021
2351274,2021
1142868,2021
1121984,2021
2962344,2021
2851318,2021
1126626,2021
2631798,2021
1127155,2021
2665739,2021
1487327,2021
1124202,2021
1127548,2021
1128424,2021
1136540,2021
2130303,2021
1122422,2021
1121724,2021
1871588,2021
1128189,2021
2176105,2021
1126466,2021
1246542,2021
3072594,2021
2839044,2021
1127409,2021
1129001,2021
3153260,2021
5536791,2021
1124118,2021
1121340,2021
1363748,2021
4792022,2021
1124613,2021
1122897,2021
5537079,2021
5672448,2021
1124024,2021
1125124,2021
3072017,2021
1123821,2021
1126242,2021
5280133,2021
1125683,2021
2780717,2021
5331286,2021
1485800,2021
3537990,2021
3090842,2021
1127173,2021
1125058,2021
1126493,2021
1128527,2021
1126877,2021
1495797,2021
2359869,2021
1245246,2021
1139868,2021
2142324,2021
3800797,2021
3596269,2021
1126327,2021
2519805,2021
3374243,2021
2619059,2021
2613589,2021
3342411,2021
1132195,2021
1128723,2021
3348011,2021
3346624,2021
1144077,2021
1246243,2021
1129159,2021
1127856,2021
1128497,2021
1124789,2021
1128817,2021
2848804,2021
1125441,2021
1125496,2021
1139251,2021
1124060,2021
1137686,2021
1126729,2021
1127436,2021
1417333,2021
2295837,2021
1123410,2021
1126046,2021
1125692,2021
1124622,2021
3613540,2021
3823965,2021
1135039,2021
3344312,2021
1126934,2021
1127306,2021
1119794,2021
1128385,2021
1126372,2021
1128264,2021
2291727,2021
1842421,2021
2387152,2021
1125900,2021
1141580,2021
2161437,2021
2206842,2021
1128581,2021
1127847,2021
1449512,2021
2265867,2021
3270037,2021
3357068,2021
1925913,2021
1123719,2021
1128321,2021
1126318,2021
1135271,2021
1127986,2021
1142989,2021
1135048,2021
2892067,2021
1126112,2021
1126073,2021
1123018,2021
3042841,2021
1135619,2021
3025910,2021
1127650,2021
3271267,2021
2351359,2021
4247081,2021
1125245,2021
1133660,2021
1427640,2021
1128554,2021
1124921,2021
1128415,2020
1247576,2020
3368185,2020
1126738,2020
1134724,2020
1125254,2020
2067007,2020
1127146,2020
4974293,2020
1133781,2020
3047172,2020
3802858,2020
4520953,2020
2433312,2020
1122301,2020
1123728,2020
4968368,2020
3435957,2020
2264020,2020
1129029,2020
1128639,2020
1128460,2020
3470088,2020
3802698,2020
4932798,2020
1134872,2020
1127799,2020
2533070,2020
4412151,2020
1143511,2020
1122132,2020
5217915,2020
1919976,2020
3636389,2020
1363980,2020
1990087,2020
1128880,2020
1248162,2020
2238544,2020
1124163,2020
3308510,2020
1122310,2020
3378764,2020
1125544,2020
1127717,2020
2351247,2020
1516405,2020
1143922,2020
1127294,2020
1128451,2020
1133549,2020
1857779,2020
3184219,2020
1246805,2020
1128349,2020
1020920,2020
1127173,2020
1843688,2020
3485989,2020
1128228,2020
1122963,2020
1125030,2020
3559862,2020
1135114,2020
1127481,2020
1964668,2020
1129047,2020
1121966,2020
1129065,2020
3823929,2020
1123287,2020
2253060,2020
1123782,2020
1246494,2020
2452630,2020
2354592,2020
1127182,2020
3139312,2020
1125423,2020
3435283,2020
1126989,2020
1134470,2020
1992335,2020
2860262,2020
1125151,2020
2752125,2020
1121229,2020
1126121,2020
2029368,2020
2265782,2020
3615272,2020
1124798,2020
2359328,2020
1125571,2020
1139103,2020
2359962,2020
2499082,2020
3304352,2020
1124097,2020
1246355,2020
4126609,2020
3133561,2020
2565950,2020
1134863,2020
1127687,2020
1943917,2020
1121881,2020
1128947,2020
1127771,2020
1124930,2020
2967358,2020
2622219,2020
1122178,2020
1126158,2020
1123791,2020
1123885,2020
2108227,2020
4264387,2020
1121788,2020
3362923,2020
1127016,2020
1127276,2020
1126037,2020
1842935,2020
1131237,2020
1978414,2020
1247969,2020
2252009,2020
1404687,2020
1128040,2020
1128666,2020
1140211,2020
1140266,2020
1123670,2020
1128899,2020
1125450,2020
1142952,2020
1122413,2020
1125357,2020
1248546,2020
2992396,2020
1134845,2020
2577159,2020
2880662,2020
1123401,2020
1137510,2020
1127940,2020
2399678,2020
1123072,2020
1128675,2020
2323495,2020
1125432,2020
1143548,2020
1416671,2020
1857788,2020
1128134,2020
1247017,2020
2131373,2020
1128358,2020
1122534,2020
3314100,2020
1125795,2020
1857171,2020
1126185,2020
1133567,2020
1127249,2020
1842551,2020
3223396,2020
1907106,2020
1126082,2020
2003975,2020
4281197,2020
1123803,2020
1136371,2020
1125898,2020
3207613,2020
4809920,2020
5381601,2020
1857760,2020
1121993,2020
1363908,2020
3068636,2020
1128590,2020
1127351,2020
1125290,2020
2144739,2020
2380948,2020
1124659,2020
2500719,2020
1125003,2020
1125740,2020
2234210,2020
1125674,2020
2466235,2020
2610766,2020
4394060,2020
4498726,2020
1123616,2020
3823901,2020
1122217,2020
1124284,2020
1134966,2020
1126484,2020
1122057,2020
4237998,2020
1125647,2020
1125553,2020
2359917,2020
1124435,2020
1495854,2020
1122990,2020
4404277,2020
1843558,2020
1125320,2020
1126671,2020
1843576,2020
2728438,2020
4035943,2020
1126747,2020
2360043,2020
1132793,2020
4465559,2020
3253825,2020
1124994,2020
1131406,2020
1126569,2020
3800658,2020
1495788,2020
1496244,2020
1122468,2020
1128200,2020
1129186,2020
1143128,2020
1123933,2020
5140929,2020
1123812,2020
3151426,2020
2734028,2020
1143904,2020
2623551,2020
1128246,2020
1143678,2020
1126523,2020
1123951,2020
1128769,2020
1142206,2020
2390013,2020
3027268,2020
5281989,2020
1827718,2020
1125580,2020
1128705,2020
4347301,2020
3802540,2020
2695688,2020
2359823,2020
4203425,2020
1126354,2020
4523440,2020
1246364,2020
1141348,2020
2351274,2020
1142868,2020
1121984,2020
2962344,2020
2851318,2020
1126626,2020
2631798,2020
1127155,2020
2665739,2020
1487327,2020
1124202,2020
1127548,2020
1128424,2020
1136540,2020
2130303,2020
1122422,2020
1121724,2020
1871588,2020
1128189,2020
1140789,2020
2176105,2020
1126466,2020
1246542,2020
3072594,2020
2839044,2020
1127409,2020
1129001,2020
3153260,2020
1124118,2020
1124574,2020
1121340,2020
1363748,2020
4792022,2020
1124613,2020
1122897,2020
5537079,2020
1124024,2020
1125124,2020
3072017,2020
1123821,2020
1126242,2020
5280133,2020
1125683,2020
2780717,2020
5331286,2020
1485800,2020
3537990,2020
3090842,2020
1125058,2020
1126493,2020
1128527,2020
1126877,2020
1495797,2020
3640434,2020
2359869,2020
1245246,2020
1139868,2020
2142324,2020
3800797,2020
3596269,2020
1126327,2020
2519805,2020
3374243,2020
2619059,2020
2613589,2020
3342411,2020
1132195,2020
1128723,2020
3348011,2020
3346624,2020
1144077,2020
1129159,2020
1127856,2020
1128497,2020
1124789,2020
1128817,2020
2848804,2020
1125441,2020
1125496,2020
1139251,2020
1124060,2020
1137686,2020
1126729,2020
1127436,2020
1417333,2020
2295837,2020
1123410,2020
1126046,2020
1125692,2020
1124622,2020
3613540,2020
3823965,2020
3288911,2020
1135039,2020
3344312,2020
1124369,2020
1126934,2020
1127306,2020
1125085,2020
1119794,2020
1128385,2020
1126372,2020
1128264,2020
2291727,2020
1842421,2020
2387152,2020
1125900,2020
1141580,2020
2161437,2020
2206842,2020
1128581,2020
1127847,2020
1449512,2020
2265867,2020
3270037,2020
3357068,2020
1925913,2020
1123719,2020
1128321,2020
1126318,2020
1135271,2020
1127986,2020
1142989,2020
1135048,2020
2892067,2020
1126112,2020
1126073,2020
1123018,2020
3042841,2020
1135619,2020
3025910,2020
1127650,2020
3271267,2020
2351359,2020
4247081,2020
1125245,2020
1125517,2020
1133660,2020
1427640,2020
1128554,2020
1124921,2020
1123111,2020
1128415,2019
1247576,2019
3368185,2019
1126738,2019
1134724,2019
1125254,2019
2067007,2019
1127146,2019
4974293,2019
1133781,2019
3047172,2019
3802858,2019
4520953,2019
2632571,2019
2433312,2019
1122301,2019
1123728,2019
4968368,2019
3435957,2019
2264020,2019
1129029,2019
1128639,2019
1128460,2019
3470088,2019
3802698,2019
4932798,2019
1134872,2019
1127799,2019
2533070,2019
4412151,2019
3917855,2019
1143511,2019
1122132,2019
5217915,2019
1919976,2019
3636389,2019
1363980,2019
1990087,2019
1128880,2019
1248162,2019
2238544,2019
1124163,2019
3308510,2019
1122310,2019
3378764,2019
1125544,2019
1127717,2019
2351247,2019
1516405,2019
1143922,2019
1127294,2019
1128451,2019
1133549,2019
1857779,2019
3184219,2019
1246805,2019
1128349,2019
1020920,2019
1127173,2019
1843688,2019
3485989,2019
1128228,2019
1122963,2019
1125030,2019
3559862,2019
1135114,2019
1127481,2019
1129047,2019
1964668,2019
1121966,2019
1129065,2019
3823929,2019
1122066,2019
1123287,2019
2253060,2019
1123782,2019
1246494,2019
2452630,2019
2354592,2019
1127182,2019
3139312,2019
1125423,2019
3435283,2019
1126989,2019
1134470,2019
1992335,2019
2860262,2019
1125151,2019
2752125,2019
1121229,2019
1126121,2019
2029368,2019
2265782,2019
3615272,2019
1124798,2019
2359328,2019
1125571,2019
1139103,2019
2359962,2019
2499082,2019
3304352,2019
1124097,2019
1246355,2019
4126609,2019
3133561,2019
2565950,2019
1134863,2019
1127687,2019
1943917,2019
1121881,2019
1128947,2019
1127771,2019
1124930,2019
2967358,2019
2622219,2019
1122178,2019
1126158,2019
1123791,2019
1123885,2019
2108227,2019
4264387,2019
1121788,2019
3362923,2019
1127016,2019
1127276,2019
1126037,2019
1842935,2019
1131237,2019
1978414,2019
1247969,2019
2252009,2019
1404687,2019
1128040,2019
1128666,2019
1140211,2019
1140266,2019
1123670,2019
1128899,2019
1125450,2019
1142952,2019
1122413,2019
1125357,2019
1248546,2019
2992396,2019
1134845,2019
2577159,2019
2880662,2019
1123401,2019
1137510,2019
1127940,2019
2399678,2019
1123072,2019
1128675,2019
1128330,2019
2323495,2019
1125432,2019
1143548,2019
1416671,2019
1857788,2019
1128134,2019
1247017,2019
2131373,2019
1128358,2019
1122534,2019
3314100,2019
1125795,2019
1857171,2019
1126185,2019
1133567,2019
1123858,2019
1127249,2019
1842551,2019
3223396,2019
1907106,2019
1126082,2019
2003975,2019
4281197,2019
1123803,2019
1136371,2019
1125898,2019
3207613,2019
4809920,2019
5381601,2019
1857760,2019
1121993,2019
1363908,2019
3068636,2019
1128590,2019
1127351,2019
1125290,2019
2144739,2019
2380948,2019
1124659,2019
2500719,2019
1125003,2019
1125740,2019
2234210,2019
1125674,2019
2466235,2019
2610766,2019
4394060,2019
4498726,2019
1123616,2019
3823901,2019
1122217,2019
1124284,2019
1134966,2019
1126484,2019
1122057,2019
4237998,2019
1125647,2019
1125553,2019
2359917,2019
1124435,2019
1495854,2019
1122990,2019
4404277,2019
1843558,2019
1125320,2019
1126671,2019
1843576,2019
2728438,2019
4035943,2019
1126747,2019
2360043,2019
1132793,2019
4465559,2019
3253825,2019
